"system","model_key","response","shock","horizon","share","status","message"
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",7,0.134622324180558,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",8,0.153753763240697,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",9,0.177960740338771,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",10,0.200550745797287,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",11,0.226764374641254,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_gdp_real",12,0.242850891719243,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",1,0.984777883917508,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",2,0.954083311200161,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",3,0.912526165191712,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",4,0.883771526991331,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",5,0.850512898085808,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",6,0.826004409003418,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"imports","imports_levels_class_fevd","ln_itcrm","ln_itcrm",7,0.797867959350638,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
